Date,Source,Number of People,Check-in Date,Check-out Date,Hotel name,Address,Room Type,Distance from attraction,Deal Info,price
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Holiday Inn Toronto International Airport by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard Room with Two Queen Beds,11.2 miles from downtown,N/A,$186
2025-09-29,booking.com,2,2025-10-15,2025-10-17,"Hotel X Toronto, a Destination by Hyatt Hotel",Toronto,King Room,2 miles from downtown,N/A,$348
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Fairmont Royal York Hotel,"Financial District, Toronto (Entertainment District)",Queen Room,0.4 miles from downtown,N/A,$483
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Upscale 1 Bed & Den Downtown Toronto,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.2 miles from downtown,N/A,$165
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Spark by Hilton Toronto Airport,"Etobicoke, Toronto",Queen Room with Two Queen Beds,10.8 miles from downtown,N/A,$100
2025-09-29,booking.com,2,2025-10-15,2025-10-17,The Novotel Toronto Centre,"Old Town Toronto, Toronto (Old Town Toronto)",Superior with Two Queen Beds,0.5 miles from downtown,N/A,$507
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Embassy Suites By Hilton Toronto Airport,"Etobicoke, Toronto (Northeast Mississauga)",Two-Room King Suite,11 miles from downtown,N/A,$156
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Best Western Plus Travel Hotel Toronto Airport,Toronto,Queen Room,10.9 miles from downtown,N/A,$132
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Gladstone House,"West Queen West, Toronto (West Queen West)",Studio Queen,2.3 miles from downtown,Free airport taxi,$335
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Hilton Toronto,"Financial District, Toronto (Financial District)",Deluxe Queen Room with Two Queen Beds,0.2 miles from downtown,N/A,$376
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Regis Suites - Downtown Toronto - CN Tower & Rogers Centre,"Downtown Toronto, Toronto",Two-Bedroom Apartment,0.9 miles from downtown,Free airport taxi,$250
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Comfort Iceboat Suites Lakeview & Free Parking,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1 miles from downtown,N/A,$178
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Crowne Plaza Toronto Airport by IHG,"Etobicoke, Toronto",Standard Queen Room with Roll-In Shower - Disability Access,10.5 miles from downtown,N/A,$164
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Holiday Inn Express Toronto Downtown by IHG,"Old Town Toronto, Toronto (Old Town Toronto)",Standard King Room with Roll-In Shower - Communications Access,0.5 miles from downtown,N/A,$384
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Toronto Midtown Home Suites,Toronto,Queen Room,3.6 miles from downtown,N/A,$89
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Canopy By Hilton Toronto Yorkville,"Downtown Toronto, Toronto",Queen Room,1.4 miles from downtown,N/A,$370
2025-09-29,booking.com,2,2025-10-15,2025-10-17,"Doubletree by Hilton Toronto Airport, ON","Etobicoke, Toronto (Northeast Mississauga)",King Room,11 miles from downtown,N/A,$188
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Holiday Inn Toronto Airport East by IHG,"Etobicoke, Toronto",Standard Queen Room with Two Queen Beds,9.9 miles from downtown,N/A,$151
2025-09-29,booking.com,2,2025-10-15,2025-10-17,The Parkdale Hostellerie,Toronto,One-Bedroom Apartment,2.6 miles from downtown,N/A,$85
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Woodbine Hotel & Suites,"Etobicoke, Toronto",Queen Room,11.3 miles from downtown,N/A,$100
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Holiday Inn Express & Suites Toronto Airport South by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard Room with Two Queen Beds,10.5 miles from downtown,N/A,$195
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Ace Hotel Toronto,"Fashion District, Toronto (Fashion District)",Medium Room,0.9 miles from downtown,Free airport taxi,$414
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Courtyard by Marriott Toronto Airport,"Etobicoke, Toronto (Northeast Mississauga)",Queen Room with Two Queen Beds,10.9 miles from downtown,N/A,$199
2025-09-29,booking.com,2,2025-10-15,2025-10-17,"Revery Toronto Downtown, Curio Collection by Hilton","Entertainment District, Toronto (Entertainment District)",Queen Room with Two Queen Beds,0.6 miles from downtown,N/A,$337
2025-09-29,booking.com,2,2025-10-15,2025-10-17,B Hotel,Toronto,Deluxe Suite,2.7 miles from downtown,N/A,$154
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Queen Nest Hotel,"Downtown Toronto, Toronto",Standard Queen Room,1.3 miles from downtown,N/A,$104
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Deluxe Suites at York,"Entertainment District, Toronto (Entertainment District)",Studio Apartment with Harbor View,0.7 miles from downtown,Late Escape Deal,$183
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Union Hotel,"Financial District, Toronto (Financial District)",King Room,0.4 miles from downtown,Free airport taxi,$403
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Sonder by Marriott Bonvoy The Liberty Apartments Liberty Village,Toronto,One-Bedroom Apartment with Queen Bed and Balcony,2.2 miles from downtown,N/A,$315
2025-09-29,booking.com,2,2025-10-15,2025-10-17,W Toronto,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Standard King Room with Courtyard View,1.3 miles from downtown,N/A,$424
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Old Mill Toronto Hotel,"Etobicoke, Toronto",Traditional Room,5.5 miles from downtown,N/A,$195
2025-09-29,booking.com,2,2025-10-15,2025-10-17,586 Hotel,"Kensington Market, Toronto (Kensington Market)",Double Room,0.9 miles from downtown,N/A,$121
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Yorkville Plaza Suites - Pool & Hot Tub,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Two-Bedroom Apartment,1.4 miles from downtown,Free airport taxi,$430
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Toronto Don Valley Hotel and Suites,"North York, Toronto",Double Room,5.7 miles from downtown,N/A,$105
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Core Downtown Toronto-3 Bedrooms-2 Bathrooms-Washrooms-Free Parking-CN Tower-Ripleys Museum-Blue Jays Stadium In front-Indoor Gym-Swimming Pool-Jacuzzi Sauna-Filter Drinking Water-WiFi,"Entertainment District, Toronto (Entertainment District)",Three-Bedroom Apartment,0.7 miles from downtown,Free airport taxi,$287
2025-09-29,booking.com,2,2025-10-15,2025-10-17,EST Hotel,"Etobicoke, Toronto",Standard one Queen bed,13 miles from downtown,N/A,$159
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Modern Private Room Private Bathroom with King Bed with TV and Optional Balcony 10 minutes to Rogers Stadium Midtown Downtown Toronto,"North York, Toronto",Triple Room with Private Bathroom,7.5 miles from downtown,Late Escape Deal,$96
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Modern Toronto Lake View & CN Tower View - One Free Parking,"The Harbourfront, Toronto (Entertainment District)",Two-Bedroom Apartment,0.6 miles from downtown,Free airport taxi,$256
2025-09-29,booking.com,2,2025-10-15,2025-10-17,"The Anndore House, part of JDV by Hyatt","The Village, Toronto (The Village)",Queen Loft,1.2 miles from downtown,N/A,$478
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Comfort Inn & Conference Centre Toronto Airport,"Etobicoke, Toronto",Standard King Room,10.7 miles from downtown,N/A,$113
2025-09-29,booking.com,2,2025-10-15,2025-10-17,A Home Away-Deluxe Guest Room in Toronto,"North York, Toronto",Queen Room,9.5 miles from downtown,N/A,$59
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Kimpton Saint George Hotel by IHG,"The Annex, Toronto (The Annex)",Premium Queen Room with Two Queen Beds and Walk-In Shower,1.4 miles from downtown,N/A,$492
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Falstaff Home,Toronto,Junior Suite,7.3 miles from downtown,Late Escape Deal,$63
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Luxury view in Toronto Downtown 3 Bedroom 2.5 Bathroom 1 Parking,"Downtown Toronto, Toronto",Three-Bedroom Apartment,0.9 miles from downtown,Free airport taxi,$488
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Stay Inn Hotel Toronto,"Etobicoke, Toronto",Business King Room - Fully Renovated 2021,8.6 miles from downtown,N/A,$148
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Royal Oak Inn,"Cabbagetown, Toronto (Cabbagetown)",Double Room,0.8 miles from downtown,N/A,$119
2025-09-29,booking.com,2,2025-10-15,2025-10-17,1 Hotel Toronto,"Fashion District, Toronto (Fashion District)",King Room with Balcony,1.2 miles from downtown,Free airport taxi,$770
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Stylish Cozy Studio Condo Downtown,"The Village, Toronto (The Village)",Apartment,0.5 miles from downtown,N/A,$254
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Super 8 by Wyndham Toronto East ON,"Scarborough, Toronto",Queen Room - Smoking,9.7 miles from downtown,N/A,$107
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Dragon Gate Inn,"Downtown Toronto, Toronto",Superior Studio (2 Adults),1.3 miles from downtown,N/A,$123
2025-09-29,booking.com,2,2025-10-15,2025-10-17,The Westin Toronto Airport,"Etobicoke, Toronto (Northeast Mississauga)","Traditional, Guest room, 1 King",11.1 miles from downtown,N/A,$174
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Courtyard by Marriott Toronto Downtown,"The Village, Toronto (The Village)",King Room with City View,0.8 miles from downtown,N/A,$251
2025-09-29,booking.com,2,2025-10-15,2025-10-17,"The Ellios Suites - In Downtown Toronto, Opposite CN Tower & Rogers Centre","Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7 miles from downtown,Free airport taxi,$250
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Spectacular condo downtown with a view,"Downtown Toronto, Toronto",Deluxe Double Room with Balcony,1.1 miles from downtown,N/A,$141
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Pantages Hotel Toronto Centre,"Yonge - Dundas, Toronto (Yonge - Dundas)",City King Room,0.2 miles from downtown,N/A,$211
2025-09-29,booking.com,2,2025-10-15,2025-10-17,freed Suites - Downtown Toronto,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with Balcony,0.4 miles from downtown,Free airport taxi,$322
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Lakeview Condo in Downtown with Free Parking.,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.5 miles from downtown,Free airport taxi,$297
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Yorkville Condo near STK,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",One-Bedroom Apartment with Garden View,1.4 miles from downtown,N/A,$177
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Belarte Suites - Downtown Toronto - CN Tower & Rogers Centre,"Entertainment District, Toronto (Entertainment District)",Three-Bedroom Apartment,0.7 miles from downtown,Free airport taxi,$716
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Stylish Condo Downtown Near CN Tower - Free parking,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.1 miles from downtown,Free airport taxi,$275
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Residence Inn by Marriott Toronto Airport,"Etobicoke, Toronto",King or Queen Suite with Sofa Bed,10.6 miles from downtown,N/A,$152
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Nobu Suites - Toronto's Entertainment District,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,0.4 miles from downtown,Free airport taxi,$358
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Luxury Basement-Private Bdr & Bathroom with free parking In Toronto,"Etobicoke, Toronto",Superior Queen Room,12.5 miles from downtown,N/A,$57
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Madison Manor Boutique Hotel,"The Annex, Toronto (The Annex)",Standard Twin Room,1.5 miles from downtown,N/A,$175
2025-09-29,booking.com,2,2025-10-15,2025-10-17,The Westlake,"Etobicoke, Toronto",Comfort Studio,7 miles from downtown,N/A,$176
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Hotel Ocho,"Downtown Toronto, Toronto",Standard Queen Room,0.7 miles from downtown,N/A,$198
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Stylish Condos Toronto,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,0.7 miles from downtown,N/A,$270
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Hazelton Suites - Yorkville - Indoor Pool & Hot Tub,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Apartment with View and Balcony,1.4 miles from downtown,Free airport taxi,$716
2025-09-29,booking.com,2,2025-10-15,2025-10-17,2BR Yorkville Condo - Self Check In & Free Parking,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Two-Bedroom Apartment,1.3 miles from downtown,N/A,$168
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Goldwin's Place,"Etobicoke, Toronto",Deluxe Queen Room,6.5 miles from downtown,N/A,$85
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Modern 1Bd & Den Condo with Balcony Lillian St,Toronto,One-Bedroom Apartment with Balcony,3.9 miles from downtown,Late Escape Deal,$186
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Deluxe Inn,"Etobicoke, Toronto",Queen Room - Non-Smoking,8.2 miles from downtown,N/A,$89
2025-09-29,booking.com,2,2025-10-15,2025-10-17,The Hazelton Hotel,"Bloor-Yorkville, Toronto (Bloor-Yorkville)","Deluxe Room, 1 King Bed",1.4 miles from downtown,Free airport taxi,$887
2025-09-29,booking.com,2,2025-10-15,2025-10-17,RivetStays - The Jarvis,"Downtown Toronto, Toronto",Family Suite,0.5 miles from downtown,N/A,$230
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Modern Lux Family Rooms - KingBed - Near Sheppard W Station Toronto,"North York, Toronto",Family Room,8.4 miles from downtown,N/A,$100
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Best Western Plus Toronto North York Hotel & Suites,"North York, Toronto",Queen Room,10.3 miles from downtown,N/A,$115
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Marriott Downtown at CF Toronto Eaton Centre,"Yonge - Dundas, Toronto (Yonge - Dundas)","Guest room, 2 Double",0.2 miles from downtown,N/A,$345
2025-09-29,booking.com,2,2025-10-15,2025-10-17,TononHouse,"North York, Toronto",Queen Room,9.2 miles from downtown,Late Escape Deal,$57
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Yonge Suites Apart Hotel,"Yonge - Dundas, Toronto (Yonge Street)",One-Bedroom Apartment,0.2 miles from downtown,N/A,$251
2025-09-29,booking.com,2,2025-10-15,2025-10-17,The Alexandra Hotel,"Downtown Toronto, Toronto",Double and Single Bed Room,1 miles from downtown,N/A,$128
2025-09-29,booking.com,2,2025-10-15,2025-10-17,"Large Downtown 2Br condo with Parking steps to Eaton Centre, UofT and SickKids","Downtown Toronto, Toronto",Two-Bedroom Apartment,0.6 miles from downtown,N/A,$242
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Best Western Premier Toronto Airport Carlingview Hotel,"Etobicoke, Toronto (Northeast Mississauga)",King Room - Non-Smoking/Shower Only,10.7 miles from downtown,N/A,$129
2025-09-29,booking.com,2,2025-10-15,2025-10-17,SoHo Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Luxury King Room,0.7 miles from downtown,Free airport taxi,$355
2025-09-29,booking.com,2,2025-10-15,2025-10-17,"DOWNTOWN, LUXURY CONDO, CN TOWER, ROGERS CENTER, SCOCIA ARENA, UNOBSTRUCTED VIEW","Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7 miles from downtown,Free airport taxi,$522
2025-09-29,booking.com,2,2025-10-15,2025-10-17,"Toor Hotel Toronto, Part Of Jdv By Hyatt","Downtown Toronto, Toronto",King Room,0.5 miles from downtown,N/A,$347
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Holiday Inn Express Toronto-North York by IHG,"North York, Toronto",Standard King Room,10.2 miles from downtown,N/A,$131
2025-09-29,booking.com,2,2025-10-15,2025-10-17,"Chic 3BR apartment in Queen West, Downtown Toronto",Toronto,Three-Bedroom Apartment,3.1 miles from downtown,N/A,$112
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Luxury Properties close to Rogers Center in Toronto Downtown Core,"Kensington Market, Toronto (Kensington Market)",Villa,1 miles from downtown,Free airport taxi,$660
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Gabby's Place Downtown Core,"Cabbagetown, Toronto (Cabbagetown)",One-Bedroom Suite,0.8 miles from downtown,N/A,$179
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Comfortable Room in Toronto next to Yorkdale mall,Toronto,Standard Family Room,5.6 miles from downtown,N/A,$74
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Lovely 2 Bed Condo in Downtown Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.1 miles from downtown,N/A,$194
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Novotel Toronto North York,"North York, Toronto",Executive King Room,8.2 miles from downtown,N/A,$227
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Downtown Toronto 2 bedrooms with parking,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with Balcony,0.7 miles from downtown,Free airport taxi,$265
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Montecassino Hotel & Event Centre,"North York, Toronto",Run Of The House,8.6 miles from downtown,N/A,$145
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Downtown Escape Stylish Condo with City Views,"The Harbourfront, Toronto (The Harbourfront)",Apartment,1.3 miles from downtown,N/A,$139
2025-09-29,booking.com,2,2025-10-15,2025-10-17,"Skyline Royale Penthouse - Downtown Toronto - CN Tower View, Balcony, Pool, Hot Tub","Entertainment District, Toronto (Entertainment District)",Three-Bedroom Premium Apartment,0.7 miles from downtown,Free airport taxi,$645
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Beautiful Luxurious Modern Condo With Breathtaking Views,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,0.7 miles from downtown,Free airport taxi,$409
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Spectacular 3 BR 2 WR House - Close to Airport,"Etobicoke, Toronto",Three-Bedroom Apartment,9.4 miles from downtown,N/A,$181
2025-09-29,booking.com,2,2025-10-15,2025-10-17,La TUMU,"The Village, Toronto (The Village)",Deluxe Studio,0.9 miles from downtown,N/A,$197
2025-09-29,booking.com,2,2025-10-15,2025-10-17,"Room in cozy house close to Lawrence Ave, WiFi, parking","North York, Toronto",Deluxe Double or Twin Room,5.5 miles from downtown,N/A,$71
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Cozy & Modern Ensuite Basement Rooms - Steps to Subway & Downsview Rogers Stadium,"North York, Toronto",Double Room with Private Bathroom,6.8 miles from downtown,N/A,$77
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Stunning Rooms in Townhouse across the Beach,"The Beaches, Toronto (The Beaches)",Deluxe Double Room with Bath,4 miles from downtown,N/A,$115
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Burano Condo 1 BD in Downtown Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment,0.7 miles from downtown,N/A,$247
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Xiao Wang,"The Annex, Toronto (The Annex)",Queen Room with Garden View,1.6 miles from downtown,N/A,$250
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Downtown Toronto Condo CN Tower,"The Harbourfront, Toronto (Entertainment District)",One-Bedroom Apartment,0.7 miles from downtown,Late Escape Deal,$215
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Filmores Hotel,"Downtown Toronto, Toronto",Queen Room,0.6 miles from downtown,N/A,$143
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Downtown Luxury Victorian Retreat,"Cabbagetown, Toronto (Cabbagetown)",Deluxe Queen Room with Garden View,0.8 miles from downtown,N/A,$260
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Modern Apartment Close To The Beach with Parking,Toronto,Two-Bedroom Apartment,3.6 miles from downtown,Free airport taxi,$258
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Toronto Airport Marriott Hotel,"Etobicoke, Toronto",Double Guest Room,10.8 miles from downtown,N/A,$229
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Modern 1BD Apartment with Balcony DT Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment with Balcony,0.9 miles from downtown,Late Escape Deal,$219
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Downtown Toronto 3 Bedrooms - 1 Free Parking,"Downtown Toronto, Toronto",Three-Bedroom Apartment,1.4 miles from downtown,N/A,$214
2025-09-29,booking.com,2,2025-10-15,2025-10-17,"BISHA, a Luxury Collection Hotel, Toronto","Entertainment District, Toronto (Entertainment District)",The Grace Queen Room with Two Queen Beds and City View,0.7 miles from downtown,N/A,$515
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Adas Guesthouse,"Downtown Toronto, Toronto",Standard Queen Room,1.3 miles from downtown,N/A,$90
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Central Downtown Toronto - Trinity Bellwood Park,"Downtown Toronto, Toronto",Apartment,1.4 miles from downtown,N/A,$132
2025-09-29,booking.com,2,2025-10-15,2025-10-17,3 BR Panoramas Lake Ontario and CN Tower View,"Downtown Toronto, Toronto",Three-Bedroom Apartment with Balcony,0.7 miles from downtown,Free airport taxi,$289
2025-09-29,booking.com,2,2025-10-15,2025-10-17,A Seaton Dream,"Cabbagetown, Toronto (Cabbagetown)",Queen Room,0.8 miles from downtown,N/A,$200
2025-09-29,booking.com,2,2025-10-15,2025-10-17,New custom-built house in Toronto,"North York, Toronto",Three-Bedroom House,6.3 miles from downtown,Free airport taxi,$261
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Beautiful Modern Toronto Luxurious Scotiabank Arena,"Entertainment District, Toronto (Entertainment District)",Apartment with Lake View,0.6 miles from downtown,Free airport taxi,$414
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Central Downtown 1 and Den w 3 beds Sleeps 4 by UofT,"Downtown Toronto, Toronto",Two-Bedroom Deluxe Apartment,0.9 miles from downtown,N/A,$163
2025-09-29,booking.com,2,2025-10-15,2025-10-17,"Toronto Downtown Core Two Bedroom Condo with CN Tower View, Free Parking","Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with City View,0.6 miles from downtown,N/A,$225
2025-09-29,booking.com,2,2025-10-15,2025-10-17,The Broadview Hotel,Toronto,King Room,1.7 miles from downtown,Free airport taxi,$411
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Superior 1Bedroom&DEN Condo with Balcony,"Downtown Toronto, Toronto",One-Bedroom Apartment with Lake View,1.6 miles from downtown,Late Escape Deal,$188
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Bedroom in Corso Italia Neighborhood,Toronto,Apartment,4.1 miles from downtown,N/A,$117
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Full Privacy Apartment with Free Parkrings,Toronto,Apartment,5.3 miles from downtown,N/A,$225
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Downtown Gem by the Subway,"The Village, Toronto (The Village)",Two-Bedroom Apartment,1 miles from downtown,N/A,$200
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Hyatt Regency Toronto,"Entertainment District, Toronto (Entertainment District)",Double Room with Two Double Beds,0.6 miles from downtown,N/A,$369
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Unbeatable Lake View 1bd & den in Downtown Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.1 miles from downtown,Late Escape Deal,$174
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Luxury Spacious 3 Bedrooms Trinity Bellwoods,Toronto,Apartment,2.2 miles from downtown,Free airport taxi,$278
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Lum The Queen,Toronto,Suite with Garden View,1.7 miles from downtown,N/A,$201
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Hampton Inn & Suites by Hilton Toronto Downtown,"The Village, Toronto (The Village)",Queen Room wih Two Queen Beds,0.7 miles from downtown,N/A,$263
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Elegant Waterfront Esc Modern Condo in Toronto,"Downtown Toronto, Toronto",Apartment,1.2 miles from downtown,N/A,$153
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Nobu Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe King Room,0.6 miles from downtown,Free airport taxi,$983
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Beautiful Townhouse In Toronto,"Scarborough, Toronto",Four-Bedroom Apartment,6.6 miles from downtown,N/A,$155
2025-09-29,booking.com,2,2025-10-15,2025-10-17,"Stunning 7 Br RougeView Home with 2 Kitchens, 5 Bathrooms, Amazing Backyard & 8-Car Parking","Scarborough, Toronto",Vacation Home,15.3 miles from downtown,Free airport taxi,$516
2025-09-29,booking.com,2,2025-10-15,2025-10-17,Tom home,Toronto,Double Room with Shared Toilet,5 miles from downtown,N/A,$59
